Week_Start_Date,Product,Sessions,PDP Add to Cart Units,Units Sold,FISCAL_QTR_YEAR_NAME,FISCAL_WEEK_YEAR_NAME,Quarter_Start_Date,Data_Type,Product Code
2023-04-10,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,MacBook Pro,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Original Watch,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Other Headsets,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Other Home Accessories,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 3,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 4,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 5,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 6,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 7,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 8,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Series 9,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-11,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-18,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-25,Ultra 1,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-10,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-17,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-04-24,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-01,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-08,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-15,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-22,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-05-29,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-05,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-12,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-19,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-06-26,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-03,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-10,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-17,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-24,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-07-31,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-07,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-14,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-21,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-08-28,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
2023-09-04,Ultra 2,0.0,0.0,0.0,0,0,1970-01-01,0,0
